村里代碼,村里,選舉人,里長政黨,投票所數量,平均
10008080-015,南投縣中寮鄉永和村,531,無,1,531
10008090-002,南投縣魚池鄉魚池村,2007,中國國民黨,2,1004
10008090-001,南投縣魚池鄉東池村,1545,無,2,773
10008090-005,南投縣魚池鄉大林村,1053,無,2,527
10008090-006,南投縣魚池鄉東光村,1200,無,1,1200
10008090-007,南投縣魚池鄉共和村,992,無,2,496
10008090-004,南投縣魚池鄉新城村,1350,無,4,338
10008090-008,南投縣魚池鄉大雁村,670,無,2,335
10008090-009,南投縣魚池鄉五城村,743,無,2,372
10008090-003,南投縣魚池鄉中明村,979,無,2,490
10008090-010,南投縣魚池鄉水社村,807,無,1,807
10008090-013,南投縣魚池鄉日月村,828,中國國民黨,1,828
10008090-011,南投縣魚池鄉頭社村,900,無,2,450
10008090-012,南投縣魚池鄉武登村,590,無,2,295
10008100-001,南投縣國姓鄉國姓村,1650,中國國民黨,2,825
10008100-002,南投縣國姓鄉石門村,1689,中國國民黨,2,845
10008100-003,南投縣國姓鄉大旗村,696,中國國民黨,1,696
10008100-005,南投縣國姓鄉長流村,1383,中國國民黨,2,692
10008100-013,南投縣國姓鄉長豐村,759,無,1,759
10008100-006,南投縣國姓鄉長福村,696,中國國民黨,1,696
10008100-004,南投縣國姓鄉北港村,1888,中國國民黨,2,944
10008100-007,南投縣國姓鄉福龜村,1815,中國國民黨,2,908
10008100-008,南投縣國姓鄉乾溝村,837,中國國民黨,1,837
10008100-009,南投縣國姓鄉柑林村,1138,無,1,1138
10008100-012,南投縣國姓鄉大石村,752,無,1,752
10008100-010,南投縣國姓鄉北山村,1527,無,2,764
10008100-011,南投縣國姓鄉南港村,1687,無,2,844
10008110-001,南投縣水里鄉水里村,748,中國國民黨,1,748
10008110-003,南投縣水里鄉新城村,1555,民主進步黨,2,778
10008110-004,南投縣水里鄉中央村,621,中國國民黨,1,621
10008110-005,南投縣水里鄉城中村,886,無,1,886
10008110-002,南投縣水里鄉農富村,475,無,1,475
10008110-010,南投縣水里鄉車埕村,461,無,1,461
10008110-011,南投縣水里鄉新興村,631,無,1,631
10008110-006,南投縣水里鄉北埔村,992,無,1,992
10008110-019,南投縣水里鄉南光村,1528,中國國民黨,2,764
10008110-007,南投縣水里鄉鉅工村,982,中國國民黨,1,982
10008110-008,南投縣水里鄉永豐村,1385,中國國民黨,2,693
10008110-015,南投縣水里鄉民和村,905,無,1,905
10008110-009,南投縣水里鄉頂崁村,1218,無,1,1218
10008110-012,南投縣水里鄉新山村,210,無,1,210
10008110-013,南投縣水里鄉郡坑村,329,無,1,329
10008110-014,南投縣水里鄉上安村,1103,中國國民黨,1,1103
10008110-018,南投縣水里鄉興隆村,291,中國國民黨,1,291
10008110-016,南投縣水里鄉永興村,339,無,1,339
10008110-017,南投縣水里鄉玉峰村,840,無,1,840
10008120-004,南投縣信義鄉明德村,1505,中國國民黨,2,753
10008120-005,南投縣信義鄉愛國村,525,中國國民黨,1,525
10008120-006,南投縣信義鄉自強村,753,無,2,377
10008120-014,南投縣信義鄉豐丘村,625,無,1,625
10008120-013,南投縣信義鄉新鄉村,541,無,1,541
10008120-007,南投縣信義鄉羅娜村,1308,無,1,1308
10008120-008,南投縣信義鄉望美村,1417,中國國民黨,2,709
10008120-009,南投縣信義鄉同富村,1410,無,2,705
10008120-010,南投縣信義鄉神木村,612,無,2,306
10008120-011,南投縣信義鄉東埔村,985,無,1,985
10008120-001,南投縣信義鄉人和村,1139,無,2,570
10008120-002,南投縣信義鄉地利村,840,無,1,840
10008120-012,南投縣信義鄉雙龍村,582,無,1,582
10008120-003,南投縣信義鄉潭南村,520,無,1,520
10008130-010,南投縣仁愛鄉南豐村,1183,無,2,592
10008130-009,南投縣仁愛鄉大同村,1558,中國國民黨,3,519
10008130-014,南投縣仁愛鄉榮興村,70,中國國民黨,1,70
10008130-011,南投縣仁愛鄉春陽村,900,中國國民黨,1,900
10008130-012,南投縣仁愛鄉精英村,662,中國國民黨,1,662
10008130-016,南投縣仁愛鄉都達村,598,無,1,598
10008130-007,南投縣仁愛鄉合作村,562,中國國民黨,1,562
10008130-006,南投縣仁愛鄉發祥村,725,中國國民黨,3,242
10008130-005,南投縣仁愛鄉力行村,481,中國國民黨,1,481
10008130-015,南投縣仁愛鄉翠華村,493,無,2,247
10008130-008,南投縣仁愛鄉親愛村,1087,中國國民黨,3,362
10008130-013,南投縣仁愛鄉萬豐村,609,中國國民黨,1,609
10008130-001,南投縣仁愛鄉法治村,725,中國國民黨,1,725
10008130-002,南投縣仁愛鄉中正村,827,無,1,827
10008130-003,南投縣仁愛鄉互助村,1034,中國國民黨,2,517
10008130-004,南投縣仁愛鄉新生村,384,中國國民黨,1,384
10009010-003,雲林縣斗六市信義里,653,無,1,653
10009010-004,雲林縣斗六市四維里,621,無,1,621
10009010-005,雲林縣斗六市太平里,776,無,1,776
10009010-006,雲林縣斗六市中和里,783,無,1,783
10009010-007,雲林縣斗六市光興里,766,無,1,766
10009010-033,雲林縣斗六市鎮西里,3558,無,2,1779
10009010-032,雲林縣斗六市鎮東里,4483,中國國民黨,3,1494
10009010-008,雲林縣斗六市三平里,4283,無,3,1428
10009010-037,雲林縣斗六市明德里,3173,民主進步黨,2,1587
10009010-010,雲林縣斗六市鎮北里,2700,中國國民黨,2,1350
10009010-036,雲林縣斗六市公誠里,2081,無,2,1041
10009010-001,雲林縣斗六市忠孝里,1406,無,2,703
10009010-002,雲林縣斗六市仁愛里,1041,無,1,1041
10009010-009,雲林縣斗六市八德里,3070,無,2,1535
10009010-034,雲林縣斗六市公正里,2650,中國國民黨,2,1325
10009010-014,雲林縣斗六市重光里,2222,無,2,1111
10009010-013,雲林縣斗六市林頭里,3952,中國國民黨,3,1317
10009010-038,雲林縣斗六市成功里,2428,無,2,1214
10009010-012,雲林縣斗六市鎮南里,3424,無,3,1141
10009010-035,雲林縣斗六市社口里,2185,無,2,1093
10009010-011,雲林縣斗六市龍潭里,1627,無,1,1627
10009010-019,雲林縣斗六市嘉東里,1291,無,1,1291
10009010-018,雲林縣斗六市崙峯里,2252,無,2,1126
10009010-015,雲林縣斗六市溝埧里,601,無,1,601
10009010-016,雲林縣斗六市江厝里,2039,無,2,1020
10009010-017,雲林縣斗六市三光里,531,無,1,531
10009010-020,雲林縣斗六市久安里,2235,無,2,1118
10009010-023,雲林縣斗六市虎溪里,5074,無,3,1691
10009010-022,雲林縣斗六市保庄里,4892,無,3,1631
10009010-021,雲林縣斗六市長平里,1602,無,1,1602
10009010-026,雲林縣斗六市榴中里,4150,無,3,1383
10009010-027,雲林縣斗六市榴北里,1071,無,1,1071
10009010-028,雲林縣斗六市榴南里,1712,無,1,1712
10009010-024,雲林縣斗六市梅林里,1721,無,2,861
10009010-025,雲林縣斗六市湖山里,1155,無,1,1155
10009010-030,雲林縣斗六市長安里,2720,無,2,1360
10009010-029,雲林縣斗六市溪洲里,2888,無,2,1444
10009010-031,雲林縣斗六市十三里,1096,無,1,1096
10009020-001,雲林縣斗南鎮東仁里,1185,無,1,1185
10009020-002,雲林縣斗南鎮西岐里,4999,無,3,1666
10009020-003,雲林縣斗南鎮南昌里,2130,民主進步黨,2,1065
10009020-004,雲林縣斗南鎮北銘里,1344,無,1,1344
10009020-005,雲林縣斗南鎮中天里,1064,無,1,1064
10009020-007,雲林縣斗南鎮林子里,1265,中國國民黨,1,1265
10009020-008,雲林縣斗南鎮石龜里,777,無,1,777
10009020-022,雲林縣斗南鎮石溪里,880,無,1,880
10009020-009,雲林縣斗南鎮靖興里,886,無,1,886
10009020-010,雲林縣斗南鎮新南里,668,無,1,668
10009020-011,雲林縣斗南鎮阿丹里,1106,無,1,1106
10009020-012,雲林縣斗南鎮將軍里,1651,無,1,1651
10009020-006,雲林縣斗南鎮舊社里,2499,無,2,1250
10009020-016,雲林縣斗南鎮明昌里,5227,無,3,1742
10009020-017,雲林縣斗南鎮大東里,895,無,1,895
10009020-018,雲林縣斗南鎮埤麻里,793,無,1,793
10009020-019,雲林縣斗南鎮西伯里,879,無,1,879
10009020-020,雲林縣斗南鎮新崙里,1510,無,2,755
10009020-013,雲林縣斗南鎮東明里,952,無,1,952
10009020-014,雲林縣斗南鎮新光里,2601,無,2,1301
10009020-015,雲林縣斗南鎮田頭里,2165,無,2,1083
10009020-021,雲林縣斗南鎮小東里,1521,無,1,1521
10009030-003,雲林縣虎尾鎮東仁里,2478,無,2,1239
10009030-002,雲林縣虎尾鎮新興里,1699,無,2,850
10009030-004,雲林縣虎尾鎮公安里,2755,無,2,1378
10009030-005,雲林縣虎尾鎮德興里,2556,無,2,1278
10009030-001,雲林縣虎尾鎮中山里,931,無,1,931
10009030-006,雲林縣虎尾鎮西安里,3084,無,2,1542
10009030-028,雲林縣虎尾鎮立仁里,3649,無,3,1216
10009030-007,雲林縣虎尾鎮安慶里,1411,無,1,1411
10009030-008,雲林縣虎尾鎮平和里,3753,無,2,1877
10009030-009,雲林縣虎尾鎮興南里,2082,無,2,1041
10009030-010,雲林縣虎尾鎮新吉里,3353,無,2,1677
10009030-011,雲林縣虎尾鎮穎川里,1897,無,2,949
10009030-012,雲林縣虎尾鎮延平里,975,中國國民黨,1,975
10009030-027,雲林縣虎尾鎮建國里,499,無,1,499
10009030-018,雲林縣虎尾鎮埒內里,2563,無,2,1282
10009030-019,雲林縣虎尾鎮堀頭里,773,無,1,773
10009030-020,雲林縣虎尾鎮安溪里,1697,無,2,849
10009030-021,雲林縣虎尾鎮興中里,1584,無,1,1584
10009030-022,雲林縣虎尾鎮廉使里,2981,無,2,1491
10009030-023,雲林縣虎尾鎮惠來里,2314,無,2,1157
10009030-024,雲林縣虎尾鎮頂溪里,2532,無,2,1266
10009030-025,雲林縣虎尾鎮中溪里,1333,無,1,1333
10009030-026,雲林縣虎尾鎮下溪里,1442,無,1,1442
10009030-029,雲林縣虎尾鎮東屯里,1190,無,1,1190
10009030-016,雲林縣虎尾鎮西屯里,1477,無,1,1477
10009030-017,雲林縣虎尾鎮芳草里,839,無,1,839
10009030-015,雲林縣虎尾鎮墾地里,1188,無,1,1188
10009030-014,雲林縣虎尾鎮北溪里,803,無,1,803
10009030-013,雲林縣虎尾鎮三合里,1176,無,1,1176
10009040-001,雲林縣西螺鎮振興里,1557,無,1,1557
10009040-002,雲林縣西螺鎮大園里,1629,無,1,1629
10009040-003,雲林縣西螺鎮廣福里,1917,無,2,959
10009040-004,雲林縣西螺鎮正興里,2907,無,2,1454
10009040-005,雲林縣西螺鎮永安里,355,無,1,355
10009040-006,雲林縣西螺鎮中和里,595,無,1,595
10009040-007,雲林縣西螺鎮福興里,554,無,1,554
10009040-008,雲林縣西螺鎮光華里,1055,無,1,1055
10009040-009,雲林縣西螺鎮中興里,2606,無,2,1303
10009040-010,雲林縣西螺鎮漢光里,4080,無,3,1360
10009040-011,雲林縣西螺鎮新安里,1289,無,1,1289
10009040-012,雲林縣西螺鎮新豐里,1471,無,1,1471
10009040-017,雲林縣西螺鎮大新里,1621,無,2,811
10009040-018,雲林縣西螺鎮埤頭里,852,無,1,852
10009040-019,雲林縣西螺鎮東興里,965,無,1,965
10009040-021,雲林縣西螺鎮鹿場里,1480,無,1,1480
10009040-020,雲林縣西螺鎮廣興里,841,無,1,841
10009040-022,雲林縣西螺鎮頂湳里,958,無,1,958
10009040-025,雲林縣西螺鎮吳厝里,1293,無,1,1293
10009040-024,雲林縣西螺鎮九隆里,721,無,1,721
10009040-023,雲林縣西螺鎮下湳里,771,中國國民黨,1,771
10009040-026,雲林縣西螺鎮七座里,880,無,1,880
10009040-027,雲林縣西螺鎮公舘里,1351,無,1,1351
10009040-013,雲林縣西螺鎮詔安里,963,無,1,963
10009040-014,雲林縣西螺鎮河南里,958,無,1,958
10009040-015,雲林縣西螺鎮安定里,1732,無,2,866
10009040-016,雲林縣西螺鎮福田里,1447,無,1,1447
10009050-001,雲林縣土庫鎮忠正里,805,民主進步黨,1,805
10009050-002,雲林縣土庫鎮順天里,914,無,1,914
10009050-003,雲林縣土庫鎮宮北里,1335,無,1,1335
10009050-004,雲林縣土庫鎮越港里,951,無,1,951
10009050-005,雲林縣土庫鎮溪邊里,1105,無,2,553
10009050-010,雲林縣土庫鎮石廟里,2412,無,2,1206
10009050-006,雲林縣土庫鎮興新里,1376,無,2,688
10009050-007,雲林縣土庫鎮奮起里,1322,無,2,661
10009050-008,雲林縣土庫鎮埤腳里,1308,無,2,654
10009050-015,雲林縣土庫鎮後埔里,2264,無,2,1132
10009050-016,雲林縣土庫鎮崙內里,1433,無,2,717
10009050-009,雲林縣土庫鎮大荖里,867,無,1,867
10009050-011,雲林縣土庫鎮東平里,1817,民主進步黨,2,909
10009050-012,雲林縣土庫鎮南平里,1772,無,2,886
10009050-014,雲林縣土庫鎮西平里,1754,無,2,877
10009050-013,雲林縣土庫鎮北平里,935,無,1,935
10009050-017,雲林縣土庫鎮新庄里,1424,無,1,1424
10009060-001,雲林縣北港鎮東陽里,716,無,1,716
10009060-002,雲林縣北港鎮光民里,639,無,1,639
10009060-003,雲林縣北港鎮東華里,456,無,1,456
10009060-004,雲林縣北港鎮南安里,870,無,1,870
10009060-005,雲林縣北港鎮中和里,334,無,1,334
10009060-006,雲林縣北港鎮義民里,399,無,1,399
10009060-007,雲林縣北港鎮共榮里,357,無,1,357
10009060-008,雲林縣北港鎮西勢里,934,無,1,934
10009060-009,雲林縣北港鎮仁和里,506,無,1,506
10009060-010,雲林縣北港鎮賜福里,338,無,1,338
10009060-011,雲林縣北港鎮公舘里,553,無,1,553
10009060-012,雲林縣北港鎮大同里,1215,無,2,608
10009060-013,雲林縣北港鎮仁安里,429,無,1,429
10009060-014,雲林縣北港鎮華勝里,4815,無,4,1204
10009060-015,雲林縣北港鎮光復里,1629,中國國民黨,2,815
10009060-026,雲林縣北港鎮扶朝里,942,無,1,942
10009060-027,雲林縣北港鎮水埔里,522,無,1,522
10009060-016,雲林縣北港鎮新街里,5890,無,5,1178
10009060-017,雲林縣北港鎮劉厝里,1152,無,1,1152
10009060-021,雲林縣北港鎮後溝里,945,無,2,473
10009060-028,雲林縣北港鎮新厝里,388,無,1,388
10009060-018,雲林縣北港鎮府番里,814,無,1,814
10009060-019,雲林縣北港鎮草湖里,1340,無,1,1340
10009060-020,雲林縣北港鎮溝皂里,1134,無,1,1134
10009060-022,雲林縣北港鎮番溝里,859,無,1,859
10009060-023,雲林縣北港鎮大北里,571,民主進步黨,1,571
10009060-024,雲林縣北港鎮好收里,1605,無,2,803
10009060-025,雲林縣北港鎮樹腳里,2871,無,3,957
10009070-007,雲林縣古坑鄉棋盤村,2032,無,2,1016
10009070-006,雲林縣古坑鄉新庄村,1527,無,1,1527
10009070-005,雲林縣古坑鄉東和村,2967,無,2,1484
10009070-004,雲林縣古坑鄉荷苞村,1432,無,2,716
10009070-003,雲林縣古坑鄉高林村,1147,無,1,1147
10009070-001,雲林縣古坑鄉水碓村,1242,無,1,1242
10009070-002,雲林縣古坑鄉田心村,1030,無,1,1030
10009070-017,雲林縣古坑鄉古坑村,2204,無,2,1102
10009070-018,雲林縣古坑鄉朝陽村,2063,無,2,1032
10009070-019,雲林縣古坑鄉西平村,1412,無,1,1412
10009070-020,雲林縣古坑鄉湳仔村,683,無,1,683
10009070-010,雲林縣古坑鄉永光村,2029,無,2,1015
10009070-015,雲林縣古坑鄉永昌村,2010,無,2,1005
10009070-016,雲林縣古坑鄉麻園村,663,無,1,663
10009070-012,雲林縣古坑鄉崁腳村,1200,無,1,1200
10009070-009,雲林縣古坑鄉華南村,298,無,1,298
10009070-008,雲林縣古坑鄉華山村,709,無,1,709
10009070-011,雲林縣古坑鄉桂林村,1111,無,1,1111
10009070-013,雲林縣古坑鄉樟湖村,467,無,1,467
10009070-014,雲林縣古坑鄉草嶺村,590,無,1,590
10009080-001,雲林縣大埤鄉北和村,766,無,1,766
10009080-009,雲林縣大埤鄉吉田村,752,無,1,752
10009080-010,雲林縣大埤鄉豐岡村,616,無,1,616
10009080-011,雲林縣大埤鄉聯美村,1125,中國國民黨,1,1125
10009080-002,雲林縣大埤鄉南和村,2040,無,2,1020
10009080-003,雲林縣大埤鄉大德村,991,無,1,991
10009080-004,雲林縣大埤鄉松竹村,937,民主進步黨,1,937
10009080-007,雲林縣大埤鄉豐田村,1486,無,1,1486
10009080-005,雲林縣大埤鄉尚義村,1812,無,2,906
10009080-006,雲林縣大埤鄉嘉興村,1756,無,2,878
10009080-008,雲林縣大埤鄉三結村,1205,無,1,1205
10009080-012,雲林縣大埤鄉怡然村,726,無,1,726
10009080-013,雲林縣大埤鄉北鎮村,655,無,1,655
10009080-014,雲林縣大埤鄉興安村,720,無,1,720
10009080-015,雲林縣大埤鄉西鎮村,734,無,1,734
10009090-001,雲林縣莿桐鄉莿桐村,3881,無,3,1294
10009090-002,雲林縣莿桐鄉甘厝村,850,無,1,850
10009090-003,雲林縣莿桐鄉甘西村,1555,無,1,1555
10009090-004,雲林縣莿桐鄉興桐村,1219,無,2,610
10009090-005,雲林縣莿桐鄉義和村,1090,無,1,1090
10009090-006,雲林縣莿桐鄉埔子村,1843,無,2,922
10009090-007,雲林縣莿桐鄉大美村,2839,無,2,1420
10009090-008,雲林縣莿桐鄉埔尾村,1251,無,1,1251
10009090-010,雲林縣莿桐鄉興貴村,1901,無,2,951
10009090-009,雲林縣莿桐鄉饒平村,1188,無,1,1188
10009090-011,雲林縣莿桐鄉四合村,1734,無,2,867
10009090-012,雲林縣莿桐鄉麻園村,1475,無,1,1475
10009090-013,雲林縣莿桐鄉五華村,1291,無,1,1291
10009090-014,雲林縣莿桐鄉六合村,1757,無,2,879
10009100-001,雲林縣林內鄉林南村,1016,無,1,1016
10009100-002,雲林縣林內鄉林中村,3560,無,3,1187
10009100-003,雲林縣林內鄉林北村,2175,無,2,1088
10009100-004,雲林縣林內鄉坪頂村,532,無,1,532
10009100-005,雲林縣林內鄉林茂村,817,無,1,817
10009100-006,雲林縣林內鄉九芎村,2527,無,2,1264
10009100-007,雲林縣林內鄉湖本村,662,無,1,662
10009100-008,雲林縣林內鄉烏塗村,1147,無,1,1147
10009100-009,雲林縣林內鄉烏麻村,1064,無,1,1064
10009100-010,雲林縣林內鄉重興村,1773,無,2,887
10009110-001,雲林縣二崙鄉崙東村,1435,無,1,1435
10009110-002,雲林縣二崙鄉崙西村,1684,無,1,1684
10009110-003,雲林縣二崙鄉來惠村,1603,無,2,802
10009110-004,雲林縣二崙鄉三和村,1515,無,2,758
10009110-005,雲林縣二崙鄉湳仔村,1139,無,1,1139
10009110-006,雲林縣二崙鄉田尾村,1819,無,2,910
10009110-007,雲林縣二崙鄉定安村,863,無,1,863
10009110-018,雲林縣二崙鄉永定村,1384,無,1,1384
10009110-008,雲林縣二崙鄉大華村,867,無,1,867
10009110-009,雲林縣二崙鄉義庄村,733,無,1,733
10009110-010,雲林縣二崙鄉楊賢村,1499,無,1,1499
10009110-011,雲林縣二崙鄉港後村,1827,無,2,914
10009110-012,雲林縣二崙鄉大義村,864,無,1,864
10009110-013,雲林縣二崙鄉油車村,1743,無,2,872
10009110-014,雲林縣二崙鄉大庄村,1278,無,1,1278
10009110-015,雲林縣二崙鄉庄西村,923,無,1,923
10009110-016,雲林縣二崙鄉大同村,810,無,1,810
10009110-017,雲林縣二崙鄉復興村,1044,無,1,1044
10009120-001,雲林縣崙背鄉東明村,1183,無,1,1183
10009120-002,雲林縣崙背鄉西榮村,1401,無,1,1401
10009120-003,雲林縣崙背鄉南陽村,2291,無,2,1146
10009120-004,雲林縣崙背鄉崙前村,1984,無,2,992
10009120-005,雲林縣崙背鄉羅厝村,1988,無,2,994
10009120-006,雲林縣崙背鄉港尾村,1312,無,1,1312
10009120-007,雲林縣崙背鄉阿勸村,1970,無,2,985
10009120-008,雲林縣崙背鄉五魁村,811,無,1,811
10009120-009,雲林縣崙背鄉大有村,1534,無,2,767
10009120-010,雲林縣崙背鄉豐榮村,1785,無,2,893
10009120-011,雲林縣崙背鄉草湖村,1451,中國國民黨,1,1451
10009120-012,雲林縣崙背鄉舊庄村,1154,無,1,1154
10009120-013,雲林縣崙背鄉水尾村,1226,無,1,1226
10009120-014,雲林縣崙背鄉枋南村,801,無,1,801
10009130-002,雲林縣麥寮鄉麥豐村,6108,無,4,1527
10009130-001,雲林縣麥寮鄉麥津村,3690,無,3,1230
